ID,Line,Severity,Issue summary,Issue description,Property names,Property values,Error blocks capability,Capabilities
67f99169a09e6c2d8ff4aed9,24,Recommended to improve quality,Information in these fields should be 4096 characters or less,Make item image_link easier to read by keeping them under 4096 characters.,image_link,https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408940394-BBNUMP1F2VYEWHZZ7UUC/clear-case-for-samsung-samsung-galaxy-s10-case-on-phone-67f990ddccfcd.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408941452-6UCGPBN802OYN4U3QJG7/clear-case-for-samsung-samsung-galaxy-s10-case-with-phone-67f990ddcd851.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408943265-0IVVDHASW0AQ6K7CSYPW/clear-case-for-samsung-samsung-galaxy-s10--case-on-phone-67f990ddcd945.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408945280-34Z4JSC76UX5ZZTEA6A9/clear-case-for-samsung-samsung-galaxy-s10--case-with-phone-67f990ddcd9a5.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408946337-E4631PJBMLEITVA80O69/clear-case-for-samsung-samsung-galaxy-s10e-case-on-phone-67f990ddcda31.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408947343-TGKE6SQQUSHVB8I079FD/clear-case-for-samsung-samsung-galaxy-s10e-case-with-phone-67f990ddcda7d.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408948593-4DBZ08F9ETIFVTBZURPF/clear-case-for-samsung-samsung-galaxy-s20-plus-case-on-phone-67f990ddcdb00.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408949781-5YYVJ1T2E5MZCEK32DI3/clear-case-for-samsung-samsung-galaxy-s20-plus-case-with-phone-67f990ddcdb54.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408951501-1RYRI4U3QI5AZOINVQBI/clear-case-for-samsung-samsung-galaxy-s20-ultra-case-on-phone-67f990ddcdbd3.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408952710-W53LXYPALIFJ6P1ODEFL/clear-case-for-samsung-samsung-galaxy-s20-ultra-case-with-phone-67f990ddcdc20.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408955446-8D7AM5PPR908YWS6R9QF/clear-case-for-samsung-samsung-galaxy-s20-case-on-phone-67f990ddcdc9a.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408958448-LPTJPWF87477592MMPU6/clear-case-for-samsung-samsung-galaxy-s20-case-with-phone-67f990ddcdce5.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408960569-GB5T4YFJP1BQSTATLNA0/clear-case-for-samsung-samsung-galaxy-s21-plus-case-on-phone-67f990ddcdd5f.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408962510-D11IMXFF95UYVA087MMV/clear-case-for-samsung-samsung-galaxy-s21-plus-case-with-phone-67f990ddcddb1.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408967554-9VS0H1HT2MKS4Q58AUHL/clear-case-for-samsung-samsung-galaxy-s21-ultra-case-on-phone-67f990ddcde4c.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408969570-QLJZVR7S1384GK6I5VF5/clear-case-for-samsung-samsung-galaxy-s21-ultra-case-with-phone-67f990ddcdea6.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408972574-SQN15LUUW6VJY1VQUG25/clear-case-for-samsung-samsung-galaxy-s21-case-on-phone-67f990ddcdf28.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408975568-LBGAIOLIP86UPI3VSIMA/clear-case-for-samsung-samsung-galaxy-s21-case-with-phone-67f990ddcdf7a.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408977666-70SMF7IJ1STX4OUTKSOV/clear-case-for-samsung-samsung-galaxy-s22-plus-case-on-phone-67f990ddcdffa.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408979834-MTC2OEBVY2V06FQF9KRV/clear-case-for-samsung-samsung-galaxy-s22-plus-case-with-phone-67f990ddce049.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408981692-C66TFNRLON5S07RLV789/clear-case-for-samsung-samsung-galaxy-s22-ultra-case-on-phone-67f990ddce0c7.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408983737-BR5AFZKPULIQLXMXPGB9/clear-case-for-samsung-samsung-galaxy-s22-ultra-case-with-phone-67f990ddce120.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408986621-3KZILX4N6ZZCTH9UD1R8/clear-case-for-samsung-samsung-galaxy-s22-case-on-phone-67f990ddce1a3.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408990683-OJ2JQPWR5GPTV22GNA96/clear-case-for-samsung-samsung-galaxy-s22-case-with-phone-67f990ddce1f3.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408995727-QIHHFDT70SX8GJXZC0J5/clear-case-for-samsung-samsung-galaxy-s25-plus-case-on-phone-67f990ddce270.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408997795-N4BVH5U21CAVN02A7PSR/clear-case-for-samsung-samsung-galaxy-s25-plus-case-with-phone-67f990ddce2ed.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744408999791-99DOHH6RVNK3KX9OWNYR/clear-case-for-samsung-samsung-galaxy-s25-ultra-case-on-phone-67f990ddce338.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409001856-UCGLRSQVOPZ8OJ98KGS3/clear-case-for-samsung-samsung-galaxy-s25-ultra-case-with-phone-67f990ddce3b1.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409003678-JWY5HGIR1VTGBJ1PX0NQ/clear-case-for-samsung-samsung-galaxy-s25-case-on-phone-67f990ddce3fc.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409005727-P383LFZJOH7R7MV2RWGA/clear-case-for-samsung-samsung-galaxy-s25-case-with-phone-67f990ddce474.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409008743-HRLERN8UB13LGRASVKLB/clear-case-for-samsung-samsung-galaxy-s23-plus-case-on-phone-67f990ddce4bf.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409010339-8DMTJMIL1N6CJMLP73DU/clear-case-for-samsung-samsung-galaxy-s23-plus-case-with-phone-67f990ddce509.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409011732-RPC0JV8W2LXJU1JGZJDF/clear-case-for-samsung-samsung-galaxy-s23-ultra-case-on-phone-67f990ddce582.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409013276-Q44NZXEP9X8XQ223L347/clear-case-for-samsung-samsung-galaxy-s23-ultra-case-with-phone-67f990ddce5cf.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409014678-TLFIY8JHVSB33L75PW9U/clear-case-for-samsung-samsung-galaxy-s23-case-on-phone-67f990ddce646.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409016735-WXOLDXG7DNA20H5Z18T5/clear-case-for-samsung-samsung-galaxy-s23-case-with-phone-67f990ddce691.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409018842-LZZFW3NCRPT1KFFU37QO/clear-case-for-samsung-samsung-galaxy-s24-plus-case-on-phone-67f990ddce709.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409020799-F44TLEIQTHDE0SQLD0G0/clear-case-for-samsung-samsung-galaxy-s24-plus-case-with-phone-67f990ddce755.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409023779-3SZGS94P6KJHEMP198IF/clear-case-for-samsung-samsung-galaxy-s24-ultra-case-on-phone-67f990ddce7ce.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409026784-FPD7VBLGIYWMI2GLIHWV/clear-case-for-samsung-samsung-galaxy-s24-ultra-case-with-phone-67f990ddce818.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409029667-ZB3BKRRQASWDMG9Q01ME/clear-case-for-samsung-samsung-galaxy-s24-case-on-phone-67f990ddce88f.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744409031744-R9QLKTTLSVAGEJ4OZI43/clear-case-for-samsung-samsung-galaxy-s24-case-with-phone-67f990ddce8d8.jpg,False,
67f99169a09e6c2d8ff4aed9,24,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'image_link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",image_link,,True,c2c_marketplace:mini_shops:whatsapp:da:groups
67f99169a09e6c2d8ff4aed9,24,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",link,,True,mini_shops:da
67fa469b0c327713e99a4102,25,Recommended to improve quality,HTML format isn't supported,"Please check that your file is in the correct format. Supported file formats include CSV, TSV or RSS/ATOM XML.",description,"The 100% cotton unisex classic tee will help you land a more structured look. It sits nicely, maintains sharp lines around the edges, and goes perfectly with layered streetwear outfits. Plus, it&#39;s extra trendy now! <br />
<br />
• 100% cotton<br />
• Sport Grey is 90% cotton, 10% polyester<br />
• Ash Grey is 99% cotton, 1% polyester<br />
• Heather colors are 50% cotton, 50% polyester<br />
• Fabric weight: 5.0–5.3 oz/yd² (170-180 g/m²) <br />
• Open-end yarn<br />
• Tubular fabric<br />
• Taped neck and shoulders<br />
• Double seam at sleeves and bottom hem<br />
• Blank product sourced from Honduras, Nicaragua, Haiti, Dominican Republic, Bangladesh, Mexico<br />
<br />
Disclaimers: <br />
• Due to the fabric properties, the White color variant may appear off-white rather than bright white.<br />
• Dark color speckles throughout the fabric are expected for the color Natural.<br />
<br />
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<br />
<br />
• Traceability:<br />
- Knitting—Honduras, the Dominican Republic<br />
- Dyeing—Honduras, the Dominican Republic<br />
- Manufacturing—Nicaragua, Honduras, Haiti, El Salvador, or the Dominican Republic<br />
• Contains 0% recycled polyester<br />
• Contains 0% dangerous substances<br />
<br />
Age restrictions: For adults<br />
EU Warranty: 2 years<br />
Other compliance information: Meets the flammability, lead, cadmium, phthalates and formaldehyde level requirements.<br />
<br />
In compliance with the General Product Safety Regulation (GPSR), <b>Typotecture</b> ensures that all consumer products offered are safe and meet EU standards. For any product safety related inquiries or concerns, please contact us at <b>typotecture.design&#64;gmail.com</b> or write to us <b>Kriška 22, 10000 Zagreb, Croatia, Europe.<b></b></b>",False,mini_shops
67fa469b0c327713e99a4102,25,Recommended to improve quality,URL Incorrectly Formatted,"The provided URL is formatted incorrectly. If multiple links are included in one field, separate them using a comma. Specifying username and password in the URL is not supported.",link,suck-my-ballz-unisex-classic-tee,False,
67fa469b0c327713e99a4102,25,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",link,,True,mini_shops:da
67fa4849e82f7f6cbd60e759,26,Recommended to improve quality,HTML format isn't supported,"Please check that your file is in the correct format. Supported file formats include CSV, TSV or RSS/ATOM XML.",description,"The 100% cotton unisex classic tee will help you land a more structured look. It sits nicely, maintains sharp lines around the edges, and goes perfectly with layered streetwear outfits. Plus, it&#39;s extra trendy now! <br />
<br />
• 100% cotton<br />
• Sport Grey is 90% cotton, 10% polyester<br />
• Ash Grey is 99% cotton, 1% polyester<br />
• Heather colors are 50% cotton, 50% polyester<br />
• Fabric weight: 5.0–5.3 oz/yd² (170-180 g/m²) <br />
• Open-end yarn<br />
• Tubular fabric<br />
• Taped neck and shoulders<br />
• Double seam at sleeves and bottom hem<br />
• Blank product sourced from Honduras, Nicaragua, Haiti, Dominican Republic, Bangladesh, Mexico<br />
<br />
Disclaimers: <br />
• Due to the fabric properties, the White color variant may appear off-white rather than bright white.<br />
• Dark color speckles throughout the fabric are expected for the color Natural.<br />
<br />
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<br />
<br />
• Traceability:<br />
- Knitting—Honduras, the Dominican Republic<br />
- Dyeing—Honduras, the Dominican Republic<br />
- Manufacturing—Nicaragua, Honduras, Haiti, El Salvador, or the Dominican Republic<br />
• Contains 0% recycled polyester<br />
• Contains 0% dangerous substances<br />
<br />
Age restrictions: For adults<br />
EU Warranty: 2 years<br />
Other compliance information: Meets the flammability, lead, cadmium, phthalates and formaldehyde level requirements.<br />
<br />
In compliance with the General Product Safety Regulation (GPSR), <b>Typotecture</b> ensures that all consumer products offered are safe and meet EU standards. For any product safety related inquiries or concerns, please contact us at <b>typotecture.design&#64;gmail.com</b> or write to us <b>Kriška 22, 10000 Zagreb, Croatia, Europe.<b></b></b>",False,mini_shops
67fa4849e82f7f6cbd60e759,26,Recommended to improve quality,URL Incorrectly Formatted,"The provided URL is formatted incorrectly. If multiple links are included in one field, separate them using a comma. Specifying username and password in the URL is not supported.",link,embrace-the-chaos-unisex-classic-tee,False,
67fa4849e82f7f6cbd60e759,26,Item not uploaded,Item belongs to Primary Feed Not Linked To Supplementary Feed,Item belongs to a primary feed which is not linked with supplementary feed updating the item.,id,67fa4849e82f7f6cbd60e759,False,
67fa4849e82f7f6cbd60e759,26,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",link,,True,mini_shops:da
67fa4b710c327713e99a427b,27,Recommended to improve quality,HTML format isn't supported,"Please check that your file is in the correct format. Supported file formats include CSV, TSV or RSS/ATOM XML.",description,"The 100% cotton unisex classic tee will help you land a more structured look. It sits nicely, maintains sharp lines around the edges, and goes perfectly with layered streetwear outfits. Plus, it&#39;s extra trendy now! <br />
<br />
• 100% cotton<br />
• Sport Grey is 90% cotton, 10% polyester<br />
• Ash Grey is 99% cotton, 1% polyester<br />
• Heather colors are 50% cotton, 50% polyester<br />
• Fabric weight: 5.0–5.3 oz/yd² (170-180 g/m²) <br />
• Open-end yarn<br />
• Tubular fabric<br />
• Taped neck and shoulders<br />
• Double seam at sleeves and bottom hem<br />
• Blank product sourced from Honduras, Nicaragua, Haiti, Dominican Republic, Bangladesh, Mexico<br />
<br />
Disclaimers: <br />
• Due to the fabric properties, the White color variant may appear off-white rather than bright white.<br />
• Dark color speckles throughout the fabric are expected for the color Natural.<br />
<br />
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<br />
<br />
• Traceability:<br />
- Knitting—Honduras, the Dominican Republic<br />
- Dyeing—Honduras, the Dominican Republic<br />
- Manufacturing—Nicaragua, Honduras, Haiti, El Salvador, or the Dominican Republic<br />
• Contains 0% recycled polyester<br />
• Contains 0% dangerous substances<br />
<br />
Age restrictions: For adults<br />
EU Warranty: 2 years<br />
Other compliance information: Meets the flammability, lead, cadmium, phthalates and formaldehyde level requirements.<br />
<br />
In compliance with the General Product Safety Regulation (GPSR), <b>Typotecture</b> ensures that all consumer products offered are safe and meet EU standards. For any product safety related inquiries or concerns, please contact us at <b>typotecture.design&#64;gmail.com</b> or write to us <b>Kriška 22, 10000 Zagreb, Croatia, Europe.<b></b></b>",False,mini_shops
67fa4b710c327713e99a427b,27,Recommended to improve quality,URL Incorrectly Formatted,"The provided URL is formatted incorrectly. If multiple links are included in one field, separate them using a comma. Specifying username and password in the URL is not supported.",link,silent-judgement-unisex-classic-tee,False,
67fa4b710c327713e99a427b,27,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",link,,True,mini_shops:da
67fa4d6cf9030e1b1d5101a7,28,Recommended to improve quality,HTML format isn't supported,"Please check that your file is in the correct format. Supported file formats include CSV, TSV or RSS/ATOM XML.",description,"The 100% cotton unisex classic tee will help you land a more structured look. It sits nicely, maintains sharp lines around the edges, and goes perfectly with layered streetwear outfits. Plus, it&#39;s extra trendy now! <br />
<br />
• 100% cotton<br />
• Sport Grey is 90% cotton, 10% polyester<br />
• Ash Grey is 99% cotton, 1% polyester<br />
• Heather colors are 50% cotton, 50% polyester<br />
• Fabric weight: 5.0–5.3 oz/yd² (170-180 g/m²) <br />
• Open-end yarn<br />
• Tubular fabric<br />
• Taped neck and shoulders<br />
• Double seam at sleeves and bottom hem<br />
• Blank product sourced from Honduras, Nicaragua, Haiti, Dominican Republic, Bangladesh, Mexico<br />
<br />
Disclaimers: <br />
• Due to the fabric properties, the White color variant may appear off-white rather than bright white.<br />
• Dark color speckles throughout the fabric are expected for the color Natural.<br />
<br />
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<br />
<br />
• Traceability:<br />
- Knitting—Honduras, the Dominican Republic<br />
- Dyeing—Honduras, the Dominican Republic<br />
- Manufacturing—Nicaragua, Honduras, Haiti, El Salvador, or the Dominican Republic<br />
• Contains 0% recycled polyester<br />
• Contains 0% dangerous substances<br />
<br />
Age restrictions: For adults<br />
EU Warranty: 2 years<br />
Other compliance information: Meets the flammability, lead, cadmium, phthalates and formaldehyde level requirements.<br />
<br />
In compliance with the General Product Safety Regulation (GPSR), <b>Typotecture</b> ensures that all consumer products offered are safe and meet EU standards. For any product safety related inquiries or concerns, please contact us at <b>typotecture.design&#64;gmail.com</b> or write to us <b>Kriška 22, 10000 Zagreb, Croatia, Europe.<b></b></b>",False,mini_shops
67fa4d6cf9030e1b1d5101a7,28,Recommended to improve quality,URL Incorrectly Formatted,"The provided URL is formatted incorrectly. If multiple links are included in one field, separate them using a comma. Specifying username and password in the URL is not supported.",link,lost-in-letters-unisex-classic-tee,False,
67fa4d6cf9030e1b1d5101a7,28,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",link,,True,mini_shops:da
67fa55720c327713e99a459e,29,Recommended to improve quality,HTML format isn't supported,"Please check that your file is in the correct format. Supported file formats include CSV, TSV or RSS/ATOM XML.",description,"Dad hats aren&#39;t just for dads. This one&#39;s got a low profile with an adjustable strap and curved visor.<br />
<br />
• 100% chino cotton twill<br />
• Green Camo color is 35% chino cotton twill, 65% polyester<br />
• Unstructured, 6-panel, low-profile<br />
• 6 embroidered eyelets<br />
• 3 ⅛” (7.6 cm) crown<br />
• Adjustable strap with antique buckle<br />
• Blank product sourced from Vietnam or Bangladesh<br />
<br />
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<br />
<br />
• Traceability:<br />
- Dyeing—Vietnam<br />
- Manufacturing—Bangladesh or Vietnam<br />
• Contains 0% recycled polyester<br />
• Contains 0% dangerous substances<br />
• Items in Green Camo release plastic microfibers into the environment during washing<br />
<br />
Age restrictions: For adults<br />
EU Warranty: 2 years<br />
Other compliance information: Meets the lead, bisphenols and phthalates level requirements.<br />
<br />
In compliance with the General Product Safety Regulation (GPSR), <b>Typotecture</b> ensures that all consumer products offered are safe and meet EU standards. For any product safety related inquiries or concerns, please contact us at <b>typotecture.design&#64;gmail.com</b> or write to us <b>Kriška 22, 10000 Zagreb, Croatia, Europe.<b></b></b>",False,mini_shops
67fa55720c327713e99a459e,29,Recommended to improve quality,URL Incorrectly Formatted,"The provided URL is formatted incorrectly. If multiple links are included in one field, separate them using a comma. Specifying username and password in the URL is not supported.",link,lost-in-letters-dad-hat,False,
67fa55720c327713e99a459e,29,Recommended to improve quality,Information in these fields should be 4096 characters or less,Make item image_link easier to read by keeping them under 4096 characters.,image_link,https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744459124612-OFLJEIPRH63PD1LH4CIG/classic-dad-hat-cranberry-front-67fa55671c6d4.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744459128175-T1DVVKFD687KYOPIL4Q3/classic-dad-hat-black-front-67fa55671d5b9.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/914b900e-6e71-4c8b-892c-34b3843e3c1a/classic-dad-hat-cranberry-right-front-67fa556ecc716.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744459130264-GUL7QJ1ZIG98CX2MM7G7/classic-dad-hat-black-front-67fa55671d8d5.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744459132581-9GHH2XVWQ0U201HI9R2A/classic-dad-hat-black-left-side-67fa55671dae3.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744459135066-Z1TTZZU6EMTMPOGXICQ5/classic-dad-hat-black-right-side-67fa55671dce5.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/8c17996a-f041-40e2-8818-f3807c54e3ff/classic-dad-hat-black-right-side-67fa556eb406e.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/8353f338-5ab1-4b73-ae5f-7b49d2556591/classic-dad-hat-black-front-67fa556ec07d4.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/30378ed6-69ea-4a60-8016-b16bc8e29eef/classic-dad-hat-black-left-67fa556ebcb32.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/b1cdd287-516b-442b-b9e6-30e5a63188e2/classic-dad-hat-black-back-67fa556eb8ef7.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/12aae0ed-f036-4409-a333-9a8d1a0430cc/classic-dad-hat-black-right-front-67fa556ebda88.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/2685a0ce-06d9-4dd5-983e-380fe8ab41cd/classic-dad-hat-black-front-67fa556eb24fe.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/d7225f56-f27d-40a4-a066-2a76129bb4e5/classic-dad-hat-black-front-67fa556ebfc1d.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/57f4b2ac-d461-41b2-8469-a69dc914da77/classic-dad-hat-black-front-67fa556ec1607.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/6c684748-e54a-422b-abf7-99802c484c93/classic-dad-hat-black-front-2-67fa556ebc2c8.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/78f42fde-221b-4e0b-86c6-194ba4b78e67/classic-dad-hat-black-right-67fa556ebcd5d.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/4ad8cec2-7eb6-4916-8754-d4aad8e62d16/classic-dad-hat-black-front-67fa556ebdcb2.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/531c1b10-17d7-4f98-804d-9d347ed54394/classic-dad-hat-black-left-front-67fa556ebe374.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/420011bc-3aec-4cbd-82da-d0a9f371dfe9/classic-dad-hat-cranberry-back-67fa556eceea3.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744459137401-3LJ8KCKJUV1UEFP7RAQH/classic-dad-hat-cranberry-front-67fa55671e24d.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744459141436-2ZMJOU3KIXQXV1LECDLD/classic-dad-hat-cranberry-left-side-67fa55671e571.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/8b44856a-b7f7-4421-bbac-4c244ed0998e/classic-dad-hat-cranberry-right-side-67fa556ec6d66.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/d55ff423-1722-4cbf-bf81-da3cb600a5aa/classic-dad-hat-cranberry-back-67fa556ecff7d.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/6c5ddc5d-a87b-42bb-ad70-a86c3573e265/classic-dad-hat-cranberry-right-side-67fa556ec6267.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/04241623-c584-471c-8ca7-e644eb038c61/classic-dad-hat-cranberry-right-front-67fa556ed6a56.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/0030e4f5-4a13-4fe4-8917-b5aea916735d/classic-dad-hat-cranberry-left-front-67fa556ed2281.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/849b6932-6b16-414c-8026-59fcb4c994c9/classic-dad-hat-cranberry-front-67fa556ed3ccd.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/a0e09b03-0bb4-4924-aff9-14243285b50e/classic-dad-hat-black-back-67fa556eb80ed.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/c533cb12-dc4e-4b25-8054-8a643ed8026b/classic-dad-hat-cranberry-left-side-67fa556ec7031.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/eb207025-fe3e-480a-b4e5-60301845dae4/classic-dad-hat-cranberry-left-67fa556edb403.png https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/c1995ef6-7f0c-47c4-afa3-804b91f27515/classic-dad-hat-cranberry-front-67fa556ec5fa7.png,False,
67fa55720c327713e99a459e,29,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'image_link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",image_link,,True,c2c_marketplace:mini_shops:whatsapp:da:groups
67fa55720c327713e99a459e,29,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",link,,True,mini_shops:da
